Wed, 01 Apr 2020 06:34:42 GMT | INFO | app.log | Request received at /login | data:{"workspaceName":"Workspace1","emailId":"user1@gmail.com","config":{"headers":{"Content-Type":"application/json"}}} | log_data:{"workspaceName":"Workspace1","emailId":"user1@gmail.com","config":{"headers":{"Content-Type":"application/json"}}} | 
Wed, 01 Apr 2020 06:34:42 GMT | INFO | app.log | Return success response | data:{"sucess":true} | log_data:{"workspaceName":"Workspace1","emailId":"user1@gmail.com","config":{"headers":{"Content-Type":"application/json"}}} | 
Wed, 01 Apr 2020 07:40:29 GMT | INFO | app.log | Request received at /login | data:{"workspaceName":"Workspace1","emailId":"user1@gmail.com","config":{"headers":{"Content-Type":"application/json"}}} | log_data:{"workspaceName":"Workspace1","emailId":"user1@gmail.com","config":{"headers":{"Content-Type":"application/json"}}} | 
Wed, 01 Apr 2020 07:40:29 GMT | INFO | app.log | Return success response | data:{"sucess":true} | log_data:{"workspaceName":"Workspace1","emailId":"user1@gmail.com","config":{"headers":{"Content-Type":"application/json"}}} | 
Wed, 01 Apr 2020 08:17:21 GMT | INFO | app.log | Request received at /login | data:{"workspaceName":"Workspace1","emailId":"user1@gmail.com","config":{"headers":{"Content-Type":"application/json"}}} | log_data:{"workspaceName":"Workspace1","emailId":"user1@gmail.com","config":{"headers":{"Content-Type":"application/json"}}} | 
Wed, 01 Apr 2020 08:17:21 GMT | INFO | app.log | Return success response | data:{"sucess":true} | log_data:{"workspaceName":"Workspace1","emailId":"user1@gmail.com","config":{"headers":{"Content-Type":"application/json"}}} | 
Wed, 01 Apr 2020 08:36:45 GMT | INFO | app.log | Request received at /login | data:{"workspaceName":"Workspace1","emailId":"user2@gmail.com","config":{"headers":{"Content-Type":"application/json"}}} | log_data:{"workspaceName":"Workspace1","emailId":"user2@gmail.com","config":{"headers":{"Content-Type":"application/json"}}} | 
Wed, 01 Apr 2020 08:36:45 GMT | INFO | app.log | Return success response | data:{"sucess":true} | log_data:{"workspaceName":"Workspace1","emailId":"user2@gmail.com","config":{"headers":{"Content-Type":"application/json"}}} | 
Wed, 01 Apr 2020 08:38:44 GMT | INFO | app.log | Request received at /room/join | data:{"userId":"5e74dd64358d282c9b6f517d","roomId":"5e843419fd499222a003547c","workspaceName":"Workspace1","notificationId":"5e843420fd499222a003547e"} | log_data:{"userId":"5e74dd64358d282c9b6f517d","roomId":"5e843419fd499222a003547c","workspaceName":"Workspace1","notificationId":"5e843420fd499222a003547e"} | 
Wed, 01 Apr 2020 08:47:16 GMT | INFO | app.log | Request received at /room/create | data:{"workspaceName":"Workspace1","roomName":"pri 3","userId":"5e74dd64358d282c9b6f517e","isPublic":false} | log_data:{"workspaceName":"Workspace1","roomName":"pri 3","userId":"5e74dd64358d282c9b6f517e","isPublic":false} | 
Wed, 01 Apr 2020 08:49:05 GMT | INFO | app.log | Request received at /login | data:{"workspaceName":"Workspace1","emailId":"user2@gmail.com","config":{"headers":{"Content-Type":"application/json"}}} | log_data:{"workspaceName":"Workspace1","emailId":"user2@gmail.com","config":{"headers":{"Content-Type":"application/json"}}} | 
Wed, 01 Apr 2020 08:49:05 GMT | INFO | app.log | Return success response | data:{"sucess":true} | log_data:{"workspaceName":"Workspace1","emailId":"user2@gmail.com","config":{"headers":{"Content-Type":"application/json"}}} | 
Wed, 01 Apr 2020 08:51:33 GMT | INFO | app.log | Request received at /room/join | data:{"userId":"5e74dd64358d282c9b6f517d","roomId":"5e8455154542b81972c98e39","workspaceName":"Workspace1","notificationId":"5e8455fc5eaee81a0306a67e"} | log_data:{"userId":"5e74dd64358d282c9b6f517d","roomId":"5e8455154542b81972c98e39","workspaceName":"Workspace1","notificationId":"5e8455fc5eaee81a0306a67e"} | 
Wed, 01 Apr 2020 08:54:11 GMT | INFO | app.log | Request received at /room/create | data:{"workspaceName":"Workspace1","roomName":"chk","userId":"5e74dd64358d282c9b6f517e","isPublic":false} | log_data:{"workspaceName":"Workspace1","roomName":"chk","userId":"5e74dd64358d282c9b6f517e","isPublic":false} | 
Wed, 01 Apr 2020 08:54:39 GMT | INFO | app.log | Request received at /room/join | data:{"userId":"5e74dd64358d282c9b6f517d","roomId":"5e8456b45eaee81a0306a67f","workspaceName":"Workspace1"} | log_data:{"userId":"5e74dd64358d282c9b6f517d","roomId":"5e8456b45eaee81a0306a67f","workspaceName":"Workspace1"} | 
Wed, 01 Apr 2020 08:55:08 GMT | INFO | app.log | Request received at /room/create | data:{"workspaceName":"Workspace1","roomName":"chk2","userId":"5e74dd64358d282c9b6f517e","isPublic":false} | log_data:{"workspaceName":"Workspace1","roomName":"chk2","userId":"5e74dd64358d282c9b6f517e","isPublic":false} | 
Wed, 01 Apr 2020 08:55:25 GMT | INFO | app.log | Request received at /room/join | data:{"userId":"5e74dd64358d282c9b6f517d","roomId":"5e8456ec5eaee81a0306a682","workspaceName":"Workspace1"} | log_data:{"userId":"5e74dd64358d282c9b6f517d","roomId":"5e8456ec5eaee81a0306a682","workspaceName":"Workspace1"} | 
Wed, 01 Apr 2020 08:56:17 GMT | INFO | app.log | Request received at /room/create | data:{"workspaceName":"Workspace1","roomName":"chk3","userId":"5e74dd64358d282c9b6f517e","isPublic":true} | log_data:{"workspaceName":"Workspace1","roomName":"chk3","userId":"5e74dd64358d282c9b6f517e","isPublic":true} | 
Wed, 01 Apr 2020 08:56:25 GMT | INFO | app.log | Request received at /room/delete | data:{"workspaceId":"Workspace1","userId":"5e74dd64358d282c9b6f517e","roomId":"5e8457320507781a5e613ea8"} | log_data:{"workspaceId":"Workspace1","userId":"5e74dd64358d282c9b6f517e","roomId":"5e8457320507781a5e613ea8"} | 
Wed, 01 Apr 2020 08:56:33 GMT | INFO | app.log | Request received at /room/create | data:{"workspaceName":"Workspace1","roomName":"chk3","userId":"5e74dd64358d282c9b6f517e","isPublic":false} | log_data:{"workspaceName":"Workspace1","roomName":"chk3","userId":"5e74dd64358d282c9b6f517e","isPublic":false} | 
Wed, 01 Apr 2020 08:56:49 GMT | INFO | app.log | Request received at /room/join | data:{"userId":"5e74dd64358d282c9b6f517d","roomId":"5e8457420507781a5e613eaa","workspaceName":"Workspace1"} | log_data:{"userId":"5e74dd64358d282c9b6f517d","roomId":"5e8457420507781a5e613eaa","workspaceName":"Workspace1"} | 
Wed, 01 Apr 2020 08:59:29 GMT | INFO | app.log | Request received at /room/delete | data:{"workspaceId":"Workspace1","userId":"5e74dd64358d282c9b6f517e","roomId":"5e843400fd499222a0035479"} | log_data:{"workspaceId":"Workspace1","userId":"5e74dd64358d282c9b6f517e","roomId":"5e843400fd499222a0035479"} | 
